~,st_data_export_visual_item_id,st_data_export_hit_fraction,st_data_export_ap_scale,st_data_export_body_bonearmor,st_data_export_head_bonearmor
actors\stalker_ecologist\stalker_ecologist_proto._stalker,"ecolog_proto_exo_outfit,helm_respirator_old",0.45,0.7,0.2,0.011
actors\stalker_ecologist\stalker_ecologist_proto_stalker_exohead,,0.45,0.7,0.2,0.3
actors\stalker_ecologist\stalker_ecologist_proto_stalker_exohead_half_seva,,0.45,0.7,0.2,0.3
actors\stalker_ecologist\stalker_ecologist_proto_stalker_pbf,,0.45,0.7,0.2,0.011
actors\stalker_ecologist\stalker_ecologist_proto_stalker_ppm,,0.45,0.8,0.15,0.3
actors\stalker_ecologist\stalker_ecologist_proto_with_glass,,0.45,0.7,0.2,0.011
actors\stalker_ecologist\stalker_ecologist_proto_with_m150,,0.45,0.7,0.2,0.011
actors\stalker_ecologist\stalker_f_ecolog_sci_ps5_1,,0.5,0.8,0.1,0.011
actors\stalker_ecologist\stalker_f_ecolog_sci_ps5_2,,0.5,0.8,0.1,0.011
actors\stalker_ecologist\stalker_f_ecolog_sci_ps5_3,,0.5,0.8,0.1,0.011
actors\stalker_ecologist\stalker_f_ecolog_sci_ps5_4,,0.5,0.8,0.1,0.011
actors\stalker_ecologist\stalker_f_ecolog_sci_ps5_5,,0.5,0.8,0.1,0.011
actors\stalker_ecologist\stalker_f_ecolog_sci_sunrise_1,,0.5,0.8,0.1,0.011
actors\stalker_ecologist\stalker_f_ecolog_sci_sunrise_2,,0.5,0.8,0.1,0.011
actors\stalker_ecologist\stalker_f_ecolog_sci_sunrise_3,,0.5,0.8,0.1,0.011
actors\stalker_ecologist\stalker_f_ecolog_sci_sunrise_4,,0.5,0.8,0.1,0.011
actors\stalker_ecologist\stalker_f_ecolog_sci_sunrise_5,,0.5,0.8,0.1,0.011
actors\stalker_ecologist\stalker_f_ecolog_sci_sunrise_6,,0.5,0.8,0.1,0.011
actors\stalker_ecologist\stalker_neutral_ecolog_2,,0.45,0.8,0.15,0.011
actors\stalker_ecologist\stalker_neutral_ecolog_2_gear,,0.45,0.8,0.15,0.011
actors\stalker_ecologist\stalker_neutral_zarya_zo1_ecolog,"ecolog_guard_outfit,helm_respirator_old",0.45,0.8,0.15,0.011
actors\stalker_ecologist\stalker_neutral_zarya_zo1_ecolog_2,,0.45,0.8,0.15,0.011
actors\stalker_ecologist\stalker_neutral_zarya_zo1_ecolog_3,,0.45,0.8,0.15,0.011
actors\stalker_ecologist\stalker_neutral_zarya_zo1_ecolog_4,,0.45,0.8,0.15,0.011
actors\stalker_ecologist\stalker_neutral_zarya_zo1_ecolog_5,,0.45,0.8,0.15,0.011
actors\stalker_ecologist\stalker_neutral_zarya_zo1_ecolog_with_m50,,0.45,0.8,0.15,0.011
actors\stalker_ecologist\stalker_neutral_zarya_zo1_ecolog_with_m50_2,,0.45,0.8,0.15,0.011
actors\stalker_ecologist\stalker_neutral_zarya_zo1_ecolog_with_m50_3,,0.45,0.8,0.15,0.011
actors\stalker_ecologist\stalker_neutral_zarya_zo1_ecolog_with_m50_4,,0.45,0.8,0.15,0.011
actors\stalker_ecologist\stalker_neutral_zarya_zo1_ecolog_with_m50_5,,0.45,0.8,0.15,0.011
actors\stalker_freedom\1,,0.4,0.85,0.15,0.011
actors\stalker_freedom\1_01,,0.4,0.85,0.15,0.011
actors\stalker_freedom\1_02,,0.4,0.85,0.15,0.011
actors\stalker_freedom\1_03,,0.4,0.85,0.15,0.011
actors\stalker_freedom\1_1,,0.5,0.8,0.15,0
actors\stalker_freedom\1_11,,0.5,0.8,0.15,0
actors\stalker_freedom\1_12,,0.5,0.8,0.15,0
actors\stalker_freedom\1_13,,0.5,0.8,0.15,0
actors\stalker_freedom\1_14,,0.5,0.8,0.15,0
actors\stalker_freedom\1_2,,0.5,0.8,0.15,0
actors\stalker_freedom\1_3,,0.5,0.8,0.15,0
actors\stalker_freedom\1_31,,0.5,0.8,0.15,0
actors\stalker_freedom\1_32,,0.5,0.8,0.15,0
actors\stalker_freedom\1_33,,0.5,0.8,0.15,0
actors\stalker_freedom\1_34,,0.5,0.8,0.15,0
actors\stalker_freedom\1_35,,0.5,0.8,0.15,0
actors\stalker_freedom\1_36,,0.5,0.8,0.15,0
actors\stalker_freedom\1_37,,0.5,0.8,0.15,0
actors\stalker_freedom\1_antigas,,0.4,0.85,0.15,0.011
actors\stalker_freedom\1_antigas_1,,0.4,0.85,0.15,0.011
actors\stalker_freedom\1_antigas_wide,,0.4,0.85,0.15,0.011
actors\stalker_freedom\2,,0.45,0.8,0.15,0.011
actors\stalker_freedom\2_1,,0.45,0.8,0.15,0
actors\stalker_freedom\2_11,,0.45,0.8,0.15,0
actors\stalker_freedom\2_12,,0.45,0.8,0.15,0
actors\stalker_freedom\2_13,,0.45,0.8,0.15,0
actors\stalker_freedom\2_14,,0.45,0.8,0.15,0
actors\stalker_freedom\2_15,,0.45,0.8,0.15,0
actors\stalker_freedom\2_2,,0.45,0.8,0.15,0
actors\stalker_freedom\2_3,,0.45,0.8,0.15,0
actors\stalker_freedom\2_31,,0.45,0.8,0.15,0
actors\stalker_freedom\2_32,,0.45,0.8,0.15,0
actors\stalker_freedom\2_33,,0.45,0.8,0.15,0
actors\stalker_freedom\2_34,,0.45,0.8,0.15,0
actors\stalker_freedom\2_4,,0.45,0.8,0.15,0.011
actors\stalker_freedom\2_5,,0.45,0.8,0.15,0
actors\stalker_freedom\2_51,,0.45,0.8,0.15,0
actors\stalker_freedom\2_antigas_wide,,0.45,0.8,0.15,0.011
actors\stalker_freedom\3,,0.3,0.75,0.2,0.2
actors\stalker_freedom\3_1,,0.3,0.75,0.2,0.2
actors\stalker_freedom\3_2,,0.3,0.75,0.2,0.2
actors\stalker_freedom\3_3,,0.3,0.75,0.2,0.2
actors\stalker_freedom\3_4,,0.3,0.75,0.2,0.2
actors\stalker_freedom\3_5,,0.3,0.75,0.2,0.2
actors\stalker_freedom\3_antigas,,0.3,0.75,0.2,0.011
actors\stalker_freedom\3_antigas_1,,0.3,0.75,0.2,0.011
actors\stalker_freedom\3_antigas_helm,,0.3,0.75,0.2,0.3
actors\stalker_freedom\3_antigas_helm_1,,0.3,0.75,0.2,0.3
actors\stalker_freedom\3_ballon,,0.3,0.75,0.2,0.3
actors\stalker_freedom\3_ballon_1,,0.3,0.75,0.2,0.3
actors\stalker_freedom\3_ballon_1_1,,0.3,0.75,0.2,0.3
actors\stalker_freedom\3_ballon_2,,0.3,0.75,0.2,0.2
actors\stalker_freedom\3_ballon_2_1,,0.3,0.75,0.2,0.2
actors\stalker_freedom\3_hood,,0.3,0.75,0.2,0
actors\stalker_freedom\3_hood_1,,0.3,0.75,0.2,0
actors\stalker_freedom\3_hood_10,,0.3,0.75,0.2,0
actors\stalker_freedom\3_hood_2,,0.3,0.75,0.2,0
actors\stalker_freedom\3_hood_3,,0.3,0.75,0.2,0
actors\stalker_freedom\3_hood_4,,0.3,0.75,0.2,0
actors\stalker_freedom\3_hood_5,,0.3,0.75,0.2,0
actors\stalker_freedom\3_hood_6,,0.3,0.75,0.2,0
actors\stalker_freedom\3_hood_7,,0.3,0.75,0.2,0
actors\stalker_freedom\3_hood_8,,0.3,0.75,0.2,0
actors\stalker_freedom\3_hood_9,,0.3,0.75,0.2,0
actors\stalker_freedom\3_without_hood,,0.3,0.75,0.2,0
actors\stalker_freedom\3_without_hood_1,,0.3,0.75,0.2,0
actors\stalker_freedom\4,,0.15,0.7,0.45,0.3
actors\stalker_freedom\6,,0.3,0.7,0.3,0.3
actors\stalker_freedom\6_1,,0.3,0.7,0.3,0.3
actors\stalker_freedom\6_2,,0.3,0.7,0.3,0.3
actors\stalker_freedom\6_3,,0.3,0.7,0.3,0.3
actors\stalker_freedom\6_4,,0.3,0.75,0.25,0.2
actors\stalker_freedom\6_5,,0.3,0.75,0.25,0.2
actors\stalker_freedom\6_6,,0.3,0.75,0.25,0.2
actors\stalker_freedom\6_last,,0.3,0.75,0.25,0.2
actors\stalker_freedom\6_last_1,,0.3,0.75,0.25,0.2
actors\stalker_freedom\6_last_2,,0.3,0.75,0.25,0.2
actors\stalker_freedom\dark_free,"trenchcoat_freedom_brown_outfit,helm_respirator",0.45,0.8,0.15,0.011
actors\stalker_freedom\dark_free_gp5,,0.45,0.8,0.15,0.011
actors\stalker_freedom\dark_free_with_drip,,0.45,0.8,0.15,0
actors\stalker_freedom\light_free,"light_freedom_outfit,helm_metro",0.3,0.75,0.25,0
actors\stalker_freedom\light_free_commando,,0.3,0.75,0.25,0.2
actors\stalker_freedom\light_free_custom,,0.3,0.75,0.25,0.3
actors\stalker_freedom\light_free_custom_2,,0.3,0.75,0.25,0.3
actors\stalker_freedom\light_free_custom_backpack,,0.3,0.75,0.25,0.3
actors\stalker_freedom\light_free_ppm,,0.3,0.75,0.25,0.011
actors\stalker_freedom\light_freedom_with_berillhead,,0.3,0.75,0.25,0.2
actors\stalker_freedom\n,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_freedom\n0,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_freedom\n0_1,,0.5,0.8,0.15,0
actors\stalker_freedom\n_1,,0.45,0.8,0.15,0
actors\stalker_freedom\stalker_f_freedom_sci_ps5_1,,0.5,0.8,0.1,0.011
actors\stalker_freedom\stalker_f_freedom_sci_sunrise_1,,0.5,0.8,0.1,0.011
actors\stalker_freedom\stalker_f_freedom_sci_sunrise_2,,0.5,0.8,0.1,0.011
actors\stalker_freedom\stalker_free0a,svoboda_scientific_outfit,0.45,0.7,0.2,0.15
actors\stalker_freedom\stalker_free_0,svoboda_scientific_outfit,0.45,0.7,0.2,0.15
actors\stalker_freedom\stalker_freedom1a,"svoboda_light_outfit,helm_resp",0.4,0.85,0.075,0
actors\stalker_freedom\stalker_freedom1a_ppm,,0.4,0.85,0.15,0.011
actors\stalker_freedom\stalker_freedom1a_with_m50,,0.4,0.85,0.15,0.011
actors\stalker_freedom\stalker_freedom1a_with_m50_2,,0.4,0.85,0.15,0.011
actors\stalker_freedom\stalker_freedom1a_with_m50_3,,0.4,0.85,0.15,0.011
actors\stalker_freedom\stalker_freedom2a,"svoboda_heavy_outfit_2,helm_respirator",0.5,0.8,0.1,0.011
actors\stalker_freedom\stalker_freedom2a_berill,,0.45,0.8,0.15,0.2
actors\stalker_freedom\stalker_freedom2a_berill_2,,0.45,0.8,0.15,0.2
actors\stalker_freedom\stalker_freedom2a_berill_3,,0.45,0.8,0.15,0.2
actors\stalker_freedom\stalker_freedom2a_custom,,0.45,0.8,0.15,0.011
actors\stalker_freedom\stalker_freedom2a_custom_2,,0.45,0.8,0.15,0.011
actors\stalker_freedom\stalker_freedom2a_mas2,"svoboda_heavy_outfit_2,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom2a_mas2_backpack,,0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom2a_mas2_backpack_shades,,0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom2a_mas3,"svoboda_heavy_outfit_2,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom2a_mas3_with_glasses,,0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom2a_mas3_with_glasses_2,,0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom2a_mas4,"svoboda_heavy_outfit_2,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom2a_mas4_shades,,0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom2a_mask,"svoboda_heavy_outfit_2,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom2a_old,"svoboda_heavy_outfit_2,helm_respirator_old",0.5,0.8,0.1,0.011
actors\stalker_freedom\stalker_freedom2b,"svoboda_light_outfit,helm_respirator",0.5,0.8,0.1,0.011
actors\stalker_freedom\stalker_freedom2b_mas2,"svoboda_light_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom2b_mas2_ppm,,0.4,0.85,0.15,0.011
actors\stalker_freedom\stalker_freedom2b_mas3,,0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom2b_mas3_goggles,,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom2b_mas3_googles,,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom2b_mas4,"svoboda_light_outfit,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom2b_mask,"svoboda_light_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom2b_old,"svoboda_light_outfit,helm_respirator_old",0.5,0.8,0.1,0.011
actors\stalker_freedom\stalker_freedom3a,"svoboda_heavy_outfit,helm_tactic",0.3,0.75,0.2,0.2
actors\stalker_freedom\stalker_freedom3a_commando,,0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom3a_commando_2,,0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom3a_commando_3,,0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom3a_commando_4,,0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom3a_commando_5,,0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom3a_commando_6,,0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom3a_commando_7,,0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom3a_tactic_custom,,0.3,0.75,0.2,0.2
actors\stalker_freedom\stalker_freedom3a_tactic_custom_2,,0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom3a_tactic_custom_3,,0.3,0.75,0.2,0.2
actors\stalker_freedom\stalker_freedom3a_tactic_ppm,,0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom3a_with_sphere12,,0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom3c,,0.3,0.75,0.2,0.2
actors\stalker_freedom\stalker_freedom4a,svoboda_exo_outfit,0.15,0.7,0.45,0.3
actors\stalker_freedom\stalker_freedom4a_oldsun,,0.15,0.7,0.45,0.3
actors\stalker_freedom\stalker_freedom4a_oldsun_2,,0.15,0.7,0.45,0.3
actors\stalker_freedom\stalker_freedom4a_ppm,,0.15,0.7,0.45,0.3
actors\stalker_freedom\stalker_freedom4a_with_m150,,0.15,0.7,0.45,0.3
actors\stalker_freedom\stalker_freedom4b,svoboda_exo_outfit,0.15,0.7,0.45,0.3
actors\stalker_freedom\stalker_freedom4b_commando,,0.15,0.7,0.45,0.3
actors\stalker_freedom\stalker_freedom4b_commando_2,,0.15,0.7,0.45,0.3
actors\stalker_freedom\stalker_freedom4b_with_goggles,,0.15,0.7,0.45,0.15
actors\stalker_freedom\stalker_freedom4b_with_goggles_2,,0.15,0.7,0.45,0.15
actors\stalker_freedom\stalker_freedom4b_with_m150,,0.15,0.7,0.45,0.3
actors\stalker_freedom\stalker_freedom4nosorog,freedom_nosorog_outfit,0.15,0.7,0.47,0.35
actors\stalker_freedom\stalker_freedom5a,svoboda_exolight_outfit,0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom5a_ppm,,0.15,0.7,0.45,0.3
actors\stalker_freedom\stalker_freedom5b,svoboda_exolight_outfit,0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_0,"svoboda_novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_freedom\stalker_freedom_0_vest,,0.9,0.9,0.011,0
actors\stalker_freedom\stalker_freedom_0_vest_glasses,,0.9,0.9,0.011,0
actors\stalker_freedom\stalker_freedom_1,"svoboda_light_outfit,helm_resp",0.4,0.85,0.075,0
actors\stalker_freedom\stalker_freedom_10,,0.15,0.7,0.45,0.3
actors\stalker_freedom\stalker_freedom_11,"svoboda_heavy_outfit_2,helm_m40",0.45,0.8,0.15,0.011
actors\stalker_freedom\stalker_freedom_12,"svoboda_heavy_outfit_2,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_13,svoboda_light_outfit,0.4,0.8,0.15,0.15
actors\stalker_freedom\stalker_freedom_13_custom_1,,0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_13_custom_2,,0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_13_custom_3,,0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_13_with_goggles,,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_13_with_m150,,0.4,0.85,0.15,0.011
actors\stalker_freedom\stalker_freedom_13_with_m150_2,,0.4,0.85,0.15,0.011
actors\stalker_freedom\stalker_freedom_1_backpack_helm_battle,"svoboda_light_outfit,helm_battle",0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_1_backpack_helm_battle_nogas,"svoboda_light_outfit,helm_battle",0.4,0.85,0.15,0.2
actors\stalker_freedom\stalker_freedom_1_backpack_helm_tactic,"svoboda_light_outfit,helm_tactic",0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_1_backpack_helm_tactic_nogas,"svoboda_light_outfit,helm_tactic",0.4,0.85,0.15,0.2
actors\stalker_freedom\stalker_freedom_1_balloon_helm_battle,"svoboda_light_outfit,helm_battle",0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_1_helm_battle,,0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_1_helm_battle_nogas,"svoboda_light_outfit,helm_battle",0.4,0.85,0.15,0.2
actors\stalker_freedom\stalker_freedom_1_helm_tactic,,0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_1_helm_tactic_nogas,"svoboda_light_outfit,helm_tactic",0.4,0.85,0.15,0.2
actors\stalker_freedom\stalker_freedom_1_m150,,0.4,0.85,0.15,0.011
actors\stalker_freedom\stalker_freedom_1_ppm,,0.4,0.85,0.15,0.011
actors\stalker_freedom\stalker_freedom_1_tactic_exo_mask,,0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_1a,,0.4,0.85,0.15,0.011
actors\stalker_freedom\stalker_freedom_1a_backpack,,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_1a_mask,,0.4,0.85,0.15,0.011
actors\stalker_freedom\stalker_freedom_1b,,0.4,0.85,0.15,0.011
actors\stalker_freedom\stalker_freedom_1b_backpack,,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_1b_mask,,0.4,0.85,0.15,0.011
actors\stalker_freedom\stalker_freedom_2,"svoboda_heavy_outfit_2,helm_respirator",0.5,0.8,0.1,0.011
actors\stalker_freedom\stalker_freedom_2_backpack_helm_battle,"svoboda_heavy_outfit_2,helm_battle",0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_2_backpack_helm_battle_custom,,0.45,0.8,0.15,0.2
actors\stalker_freedom\stalker_freedom_2_backpack_helm_battle_nogas,"svoboda_heavy_outfit_2,helm_battle",0.45,0.8,0.15,0.2
actors\stalker_freedom\stalker_freedom_2_backpack_helm_tactic,"svoboda_heavy_outfit_2,helm_tactic",0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_2_backpack_helm_tactic_nogas,"svoboda_heavy_outfit_2,helm_tactic",0.45,0.8,0.15,0.2
actors\stalker_freedom\stalker_freedom_2_balloon_helm_battle,"svoboda_heavy_outfit_2,helm_battle",0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_2_balloon_helm_tactic,"svoboda_heavy_outfit_2,helm_tactic",0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_2_balloon_on_helm_battle,"svoboda_heavy_outfit_2,helm_battle",0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_2_balloon_on_helm_tactic,"svoboda_heavy_outfit_2,helm_tactic",0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_2_custom_backpacker,,0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_2_face_2,svoboda_exo_outfit,0.15,0.7,0.43,0.3
actors\stalker_freedom\stalker_freedom_2_mas2,"svoboda_heavy_outfit_2,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_2_mas3,"svoboda_heavy_outfit_2,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_2_mas4,"svoboda_heavy_outfit_2,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_2_mask,,0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_2_old,"svoboda_heavy_outfit_2,helm_respirator_old",0.5,0.8,0.1,0.011
actors\stalker_freedom\stalker_freedom_2_seva,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_freedom\stalker_freedom_2_w_exo_vest,,0.3,0.75,0.25,0.011
actors\stalker_freedom\stalker_freedom_2_w_exo_vest_2,,0.3,0.75,0.25,0.011
actors\stalker_freedom\stalker_freedom_2a_gp5,nbc_freedom_outfit,0.7,0.85,0.15,0.011
actors\stalker_freedom\stalker_freedom_3,"svoboda_heavy_outfit,helm_tactic",0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_3_face_1,"svoboda_heavy_outfit,helm_tactic",0.3,0.75,0.2,0.2
actors\stalker_freedom\stalker_freedom_3_helm_battle,"svoboda_heavy_outfit,helm_battle",0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_3_helm_battle_nogas,"svoboda_heavy_outfit,helm_battle",0.3,0.75,0.2,0.2
actors\stalker_freedom\stalker_freedom_3_helm_tactic,"svoboda_heavy_outfit,helm_tactic",0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_3_ssp_1,,0.45,0.7,0.2,0.15
actors\stalker_freedom\stalker_freedom_3_ssp_2,,0.45,0.7,0.2,0.15
actors\stalker_freedom\stalker_freedom_3_with_exohead,,0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_3_with_exohead_2,,0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_4,svoboda_exo_outfit,0.15,0.7,0.45,0.3
actors\stalker_freedom\stalker_freedom_4_face_1,,0.4,0.85,0.075,0
actors\stalker_freedom\stalker_freedom_4_proto,"svoboda_light_proto_exo_outfit,helm_respirator",0.45,0.7,0.2,0.011
actors\stalker_freedom\stalker_freedom_4_with_m150,,0.15,0.7,0.45,0.3
actors\stalker_freedom\stalker_freedom_5,svoboda_exolight_outfit,0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_5_exolight_seva,,0.45,0.7,0.2,0.15
actors\stalker_freedom\stalker_freedom_6,"svoboda_light_outfit,helm_tactic",0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_6_with_berill,,0.4,0.85,0.15,0.2
actors\stalker_freedom\stalker_freedom_6_with_berill_2,,0.4,0.85,0.15,0.2
actors\stalker_freedom\stalker_freedom_6_with_berill_3,,0.4,0.85,0.15,0.2
actors\stalker_freedom\stalker_freedom_6_with_berill_4,,0.4,0.85,0.15,0.2
actors\stalker_freedom\stalker_freedom_7,svoboda_light_outfit,0.7,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_7_exohead_lightweight,,0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_7_exohead_lightweight_2,,0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_advanced_scrapper_1,,0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_advanced_scrapper_2,,0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_alternate_exo,,0.15,0.7,0.45,0.3
actors\stalker_freedom\stalker_freedom_ashot,"svoboda_heavy_outfit_2,helm_respirator",0.45,0.8,0.15,0.011
actors\stalker_freedom\stalker_freedom_assaulter_1,,0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_assaulter_2,,0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_assaulter_3,,0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_assaulter_4,,0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_assaulter_5,,0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_assaulter_6,,0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_assaulter_7,,0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_assaulter_8,,0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_assaulter_seva_10,,0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_assaulter_seva_9,,0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_aztec,,0.45,0.8,0.15,0.011
actors\stalker_freedom\stalker_freedom_aztec_custom,,0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_barman,,0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom_batlsold,"military_freedom_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_batlsold_custom_1,,0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_batlsold_custom_2,,0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_batlsold_custom_3,,0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_batlsold_exo,,0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_batlsold_exo_2,,0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_batlsold_exo_3,,0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_berill_2_altyn_1,,0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_berill_2_altyn_2,,0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_berill_2ndgen_1,,0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_berill_2ndgen_2,,0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_berill_2ndgen_3,,0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_berill_ach7,,0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom_berill_bandana,,0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom_berill_bandana_2,,0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom_berill_bandana_3,,0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom_berill_half_ach,,0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_berill_m51_1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_freedom\stalker_freedom_berill_m51_2,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_freedom\stalker_freedom_berill_special_helm,,0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_berill_vanguard_1,,0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_berill_vanguard_2,,0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_berill_w_skat_implants_1,,0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_berill_w_skat_implants_2,,0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_boonie_1,,0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_boonie_2,,0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_boonie_3,,0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_boonie_4,,0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_buildsuit,,0.45,0.8,0.15,0.011
actors\stalker_freedom\stalker_freedom_doctor,,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_dynamic_lc_battle_helm_gp10,,0.5,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_dynamic_lc_battle_helm_gp10_2,,0.5,0.8,0.15,0.3
