~,st_data_export_visual_item_id,st_data_export_hit_fraction,st_data_export_ap_scale,st_data_export_body_bonearmor,st_data_export_head_bonearmor
actors\stalker_freedom\stalker_freedom4nosorog,"freedom_nosorog_outfit,helm_spartan",0.15,0.7,0.65,0.35
actors\stalker_freedom\stalker_freedom5a,"svoboda_exolight_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom5a_ppm,"military_freedom_outfit,helm_ppm88",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom5b,"svoboda_exolight_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_0,"svoboda_novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_freedom\stalker_freedom_0_vest,novice_outfit,0.9,0.9,0.011,0
actors\stalker_freedom\stalker_freedom_0_vest_glasses,novice_outfit,0.9,0.9,0.011,0
actors\stalker_freedom\stalker_freedom_1,"svoboda_light_outfit,helm_resp",0.4,0.85,0.075,0
actors\stalker_freedom\stalker_freedom_10,"freedom_exo_vineleaf_outfit,helm_metro",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_11,"svoboda_heavy_outfit_2,helm_m40",0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_12,"svoboda_heavy_outfit_2,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_13,svoboda_light_outfit,0.4,0.8,0.15,0.15
actors\stalker_freedom\stalker_freedom_13_custom_1,"svoboda_heavy_outfit,helm_ach7ex",0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_13_custom_2,"svoboda_heavy_outfit,helm_ach7ex",0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_13_custom_3,"svoboda_heavy_outfit,helm_ach7ex",0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_13_with_goggles,svoboda_heavy_outfit,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_13_with_m150,"svoboda_light_outfit,helm_m50",0.4,0.85,0.15,0
actors\stalker_freedom\stalker_freedom_13_with_m150_2,"svoboda_light_outfit,helm_m50",0.4,0.85,0.15,0
actors\stalker_freedom\stalker_freedom_1_backpack_helm_battle,"svoboda_light_outfit,helm_battle",0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_1_backpack_helm_battle_nogas,"svoboda_light_outfit,helm_battle",0.4,0.85,0.15,0.2
actors\stalker_freedom\stalker_freedom_1_backpack_helm_tactic,"svoboda_light_outfit,helm_tactic",0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_1_backpack_helm_tactic_nogas,"svoboda_light_outfit,helm_tactic",0.4,0.85,0.15,0.2
actors\stalker_freedom\stalker_freedom_1_balloon_helm_battle,"svoboda_light_outfit,helm_battle",0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_1_helm_battle,,0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_1_helm_battle_nogas,"svoboda_light_outfit,helm_battle",0.4,0.85,0.15,0.2
actors\stalker_freedom\stalker_freedom_1_helm_tactic,,0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_1_helm_tactic_nogas,"svoboda_light_outfit,helm_tactic",0.4,0.85,0.15,0.2
actors\stalker_freedom\stalker_freedom_1_m150,"svoboda_light_outfit,helm_m50",0.4,0.85,0.15,0
actors\stalker_freedom\stalker_freedom_1_ppm,"svoboda_light_outfit,helm_ppm88",0.4,0.85,0.15,0
actors\stalker_freedom\stalker_freedom_1_tactic_exo_mask,"svoboda_light_outfit,helm_tactic",0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_1a,"svoboda_light_outfit,helm_resp",0.4,0.85,0.15,0
actors\stalker_freedom\stalker_freedom_1a_backpack,"svoboda_light_outfit,helm_resp",0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_1a_mask,"svoboda_light_outfit,helm_resp",0.4,0.85,0.15,0
actors\stalker_freedom\stalker_freedom_1b,"svoboda_light_outfit,helm_resp",0.4,0.85,0.15,0
actors\stalker_freedom\stalker_freedom_1b_backpack,"svoboda_light_outfit,helm_resp",0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_1b_mask,"svoboda_light_outfit,helm_resp",0.4,0.85,0.15,0
actors\stalker_freedom\stalker_freedom_2,"svoboda_heavy_outfit_2,helm_respirator",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_2_backpack_helm_battle,"svoboda_heavy_outfit_2,helm_battle",0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_2_backpack_helm_battle_custom,"svoboda_heavy_outfit_2,helm_battle",0.45,0.8,0.15,0.2
actors\stalker_freedom\stalker_freedom_2_backpack_helm_battle_nogas,"svoboda_heavy_outfit_2,helm_battle",0.45,0.8,0.15,0.2
actors\stalker_freedom\stalker_freedom_2_backpack_helm_tactic,"svoboda_heavy_outfit_2,helm_tactic",0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_2_backpack_helm_tactic_nogas,"svoboda_heavy_outfit_2,helm_tactic",0.45,0.8,0.15,0.2
actors\stalker_freedom\stalker_freedom_2_balloon_helm_battle,"svoboda_heavy_outfit_2,helm_battle",0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_2_balloon_helm_tactic,"svoboda_heavy_outfit_2,helm_tactic",0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_2_balloon_on_helm_battle,"svoboda_heavy_outfit_2,helm_battle",0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_2_balloon_on_helm_tactic,"svoboda_heavy_outfit_2,helm_tactic",0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_2_custom_backpacker,"svoboda_heavy_outfit_2,helm_ach7ex",0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_2_face_2,"svoboda_exo_outfit,helm_exo",0.15,0.7,0.43,0.3
actors\stalker_freedom\stalker_freedom_2_mas2,"svoboda_heavy_outfit_2,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_2_mas3,"svoboda_heavy_outfit_2,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_2_mas4,"svoboda_heavy_outfit_2,helm_rp_bala",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_2_mask,,0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_2_old,"svoboda_heavy_outfit_2,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_2_seva,"svoboda_heavy_outfit_2,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_freedom\stalker_freedom_2_w_exo_vest,"svoboda_exolight_outfit,helm_m50",0.3,0.75,0.25,0
actors\stalker_freedom\stalker_freedom_2_w_exo_vest_2,"svoboda_exolight_outfit,helm_m50",0.3,0.75,0.25,0
actors\stalker_freedom\stalker_freedom_2a_gp5,"nbc_freedom_outfit,helm_respirator_gp5",0.7,0.85,0.15,0
actors\stalker_freedom\stalker_freedom_3,"svoboda_heavy_outfit,helm_tactic",0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_3_face_1,"svoboda_heavy_outfit,helm_tactic",0.3,0.75,0.2,0.2
actors\stalker_freedom\stalker_freedom_3_helm_battle,"svoboda_heavy_outfit,helm_battle",0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_3_helm_battle_nogas,"svoboda_heavy_outfit,helm_battle",0.3,0.75,0.2,0.2
actors\stalker_freedom\stalker_freedom_3_helm_tactic,"svoboda_heavy_outfit,helm_tactic",0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_3_ssp_1,"svoboda_scientific_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_freedom\stalker_freedom_3_ssp_2,"svoboda_scientific_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_freedom\stalker_freedom_3_with_exohead,"svoboda_heavy_outfit,helm_exo",0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_3_with_exohead_2,"svoboda_heavy_outfit,helm_exo",0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_4,"svoboda_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_4_face_1,,0.4,0.85,0.075,0
actors\stalker_freedom\stalker_freedom_4_proto,"svoboda_light_proto_exo_outfit,helm_respirator",0.45,0.7,0.2,0
actors\stalker_freedom\stalker_freedom_4_with_m150,"svoboda_exo_outfit,helm_m50",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_5,"svoboda_exolight_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_5_exolight_seva,"svoboda_exolight_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_freedom\stalker_freedom_6,"svoboda_light_outfit,helm_tactic",0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_6_with_berill,"svoboda_heavy_outfit_2,helm_ach7",0.4,0.85,0.15,0.2
actors\stalker_freedom\stalker_freedom_6_with_berill_2,"svoboda_heavy_outfit_2,helm_ach7",0.4,0.85,0.15,0.2
actors\stalker_freedom\stalker_freedom_6_with_berill_3,"svoboda_heavy_outfit_2,helm_ach7",0.4,0.85,0.15,0.2
actors\stalker_freedom\stalker_freedom_6_with_berill_4,"svoboda_heavy_outfit_2,helm_ach7",0.4,0.85,0.15,0.2
actors\stalker_freedom\stalker_freedom_7,svoboda_light_outfit,0.7,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_7_exohead_lightweight,"svoboda_light_outfit,helm_m50",0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_7_exohead_lightweight_2,"svoboda_light_outfit,helm_m50",0.4,0.85,0.15,0.3
actors\stalker_freedom\stalker_freedom_advanced_scrapper_1,"svoboda_heavy_outfit_2,helm_spartan",0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_advanced_scrapper_2,"svoboda_heavy_outfit_2,helm_spartan",0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_alternate_exo,"svoboda_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_ashot,"svoboda_heavy_outfit_2,helm_respirator",0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_assaulter_1,"svoboda_heavy_outfit_2,helm_ach7",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_assaulter_2,"svoboda_heavy_outfit_2,helm_ach7",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_assaulter_3,"svoboda_heavy_outfit_2,helm_ach7",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_assaulter_4,"svoboda_heavy_outfit_2,helm_ach7",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_assaulter_5,"svoboda_heavy_outfit_2,helm_ach7",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_assaulter_6,"svoboda_heavy_outfit_2,helm_ach7",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_assaulter_7,"svoboda_heavy_outfit_2,helm_ach7",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_assaulter_8,"svoboda_heavy_outfit_2,helm_ach7",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_assaulter_seva_10,"svoboda_heavy_outfit_2,helm_protective",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_assaulter_seva_9,"svoboda_heavy_outfit_2,helm_protective",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_aztec,"svoboda_light_outfit,helm_ranger",0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_aztec_custom,"svoboda_light_outfit,helm_ranger",0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_barman,,0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom_batlsold,"military_freedom_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_batlsold_custom_1,"military_freedom_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_batlsold_custom_2,"military_freedom_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_batlsold_custom_3,"military_freedom_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_batlsold_exo,"svoboda_exo_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_batlsold_exo_2,"svoboda_exo_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_batlsold_exo_3,"svoboda_exo_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_berill_2_altyn_1,"svoboda_heavy_outfit,helm_metro",0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_berill_2_altyn_2,"svoboda_heavy_outfit,helm_metro",0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_berill_2ndgen_1,"svoboda_heavy_outfit,helm_tactic",0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_berill_2ndgen_2,"svoboda_heavy_outfit,helm_tactic",0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_berill_2ndgen_3,"svoboda_heavy_outfit,helm_tactic",0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_berill_ach7,"svoboda_heavy_outfit,helm_ach7ex",0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom_berill_bandana,"svoboda_heavy_outfit,helm_bandana",0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom_berill_bandana_2,"svoboda_heavy_outfit,helm_bandana",0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom_berill_bandana_3,"svoboda_heavy_outfit,helm_bandana",0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom_berill_half_ach,"svoboda_heavy_outfit,helm_ach7",0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_berill_hooded_1,svoboda_heavy_outfit,0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom_berill_hooded_2,svoboda_heavy_outfit,0.3,0.75,0.2,0
actors\stalker_freedom\stalker_freedom_berill_m51_1,"svoboda_heavy_outfit,helm_m50",0.4,0.8,0.15,0.15
actors\stalker_freedom\stalker_freedom_berill_m51_2,"svoboda_heavy_outfit,helm_m50",0.4,0.8,0.15,0.15
actors\stalker_freedom\stalker_freedom_berill_special_helm,"svoboda_heavy_outfit,helm_battle",0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_berill_vanguard_1,"svoboda_heavy_outfit,helm_tactic",0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_berill_vanguard_2,"svoboda_heavy_outfit,helm_tactic",0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_berill_w_skat_implants_1,"svoboda_heavy_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_berill_w_skat_implants_2,"svoboda_heavy_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_boonie_1,svoboda_heavy_outfit_2,0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_boonie_2,svoboda_heavy_outfit_2,0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_boonie_3,svoboda_heavy_outfit_2,0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_boonie_4,svoboda_heavy_outfit_2,0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_buildsuit,"svoboda_heavy_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_doctor,,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_dynamic_lc_battle_helm_gp10,,0.5,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_dynamic_lc_battle_helm_gp10_2,,0.5,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_dynamic_sunrise_1,svoboda_light_outfit,0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_dynamic_sunrise_2,svoboda_light_outfit,0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_dynamic_sunrise_3,svoboda_light_outfit,0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_dynamic_sunrise_4,svoboda_light_outfit,0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_dynamic_sunrise_5,svoboda_light_outfit,0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_dynamic_sunrise_6,svoboda_light_outfit,0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_exo_elite_1,"svoboda_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_exo_elite_2,"svoboda_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_exo_n_1,"svoboda_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_exo_n_2,"svoboda_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_exo_n_3,"svoboda_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_exo_w_dy_mask_1,"svoboda_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_exo_w_dy_mask_2,"svoboda_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_exo_w_dy_mask_3,"svoboda_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_exo_w_dy_mask_4,"svoboda_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_exo_w_gp21_1,"svoboda_exo_outfit,helm_ranger",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_exo_w_gp21_2,"svoboda_exo_outfit,helm_ranger",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_exolight_battle_helm_1,"svoboda_exolight_outfit,helm_battle",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_exolight_battle_helm_2,"svoboda_exolight_outfit,helm_battle",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_exolight_battle_helm_3,"svoboda_exolight_outfit,helm_battle",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_exolight_battle_helm_4,"svoboda_exolight_outfit,helm_battle",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_exolight_battle_helm_5,"svoboda_exolight_outfit,helm_battle",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_exolight_dy_mask_1,"svoboda_exolight_outfit,helm_tactic",0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_exolight_dy_mask_2,"svoboda_exolight_outfit,helm_tactic",0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_exolight_dy_mask_3,"svoboda_exolight_outfit,helm_tactic",0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_exolight_elite_1,"svoboda_exolight_outfit,helm_tactic",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_exolight_elite_2,"svoboda_exolight_outfit,helm_tactic",0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_exolight_gp21_1,"svoboda_exolight_outfit,helm_ranger",0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_exolight_gp21_2,"svoboda_exolight_outfit,helm_ranger",0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_exolight_gp7b_1,"svoboda_exolight_outfit,helm_m50",0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_exolight_gp7b_2,"svoboda_exolight_outfit,helm_m50",0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_exolight_legend_1,"svoboda_exolight_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_exolight_legend_2,"svoboda_exolight_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_exolight_vanguard,"svoboda_exolight_outfit,helm_battle",0.3,0.7,0.3,0.3
actors\stalker_freedom\stalker_freedom_exoseva,"svoboda_exo_outfit,helm_protective",0.15,0.7,0.55,0.15
actors\stalker_freedom\stalker_freedom_fstalker_ps5_1,"svoboda_heavy_outfit_2,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_fstalker_ps5_2,"svoboda_heavy_outfit_2,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_fstalker_ps5_3,"svoboda_heavy_outfit_2,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_fstalker_ps5_4,"svoboda_heavy_outfit_2,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_fstalker_sun_1,"svoboda_heavy_outfit_2,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_fstalker_sun_2,"svoboda_heavy_outfit_2,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_fstalker_sun_3,"svoboda_heavy_outfit_2,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_fstalker_sun_4,"svoboda_heavy_outfit_2,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_fstalker_sun_5,"svoboda_heavy_outfit_2,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_fstalker_sun_6,"svoboda_heavy_outfit_2,helm_respirator_old",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_hood_backpacker,"svoboda_heavy_outfit_2,helm_respirator",0.4,0.85,0.15,0
actors\stalker_freedom\stalker_freedom_hood_backpacker_2,"svoboda_heavy_outfit_2,helm_respirator",0.4,0.85,0.15,0
actors\stalker_freedom\stalker_freedom_lc_2,"nbc_freedom_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_lc_2_no_hood,nbc_freedom_outfit,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_lc_2_no_hood_2,nbc_freedom_outfit,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_lc_2_no_hood_3,nbc_freedom_outfit,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_lc_2_no_hood_4,nbc_freedom_outfit,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_lc_cap_1,nbc_freedom_outfit,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_lc_cap_2,nbc_freedom_outfit,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_lc_cap_3,nbc_freedom_outfit,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_lc_cap_4,nbc_freedom_outfit,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_lc_cap_5,nbc_freedom_outfit,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_lc_cap_6,nbc_freedom_outfit,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_lc_cap_7,nbc_freedom_outfit,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_lc_dy_mask_1,nbc_freedom_outfit,0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_lc_m51_1,"nbc_freedom_outfit,helm_m50",0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_lc_m51_2,"nbc_freedom_outfit,helm_m50",0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_lc_ps5m_custom_1,"svoboda_heavy_outfit_2,helm_ach7ex",0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_lc_ps5m_custom_2,"svoboda_heavy_outfit_2,helm_ach7ex",0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_lc_ps5m_custom_3,"svoboda_heavy_outfit_2,helm_ach7ex",0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_lc_ps5m_hooded_1,"svoboda_heavy_outfit_2,helm_resp",0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_lc_ps5m_hooded_2,"svoboda_heavy_outfit_2,helm_resp",0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_lc_spp,"svoboda_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_freedom\stalker_freedom_lc_spp_2,"svoboda_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_freedom\stalker_freedom_lc_suit,"svoboda_heavy_outfit_2,helm_m40",0.5,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_light_assaulter_1,"svoboda_heavy_outfit_2,helm_ach7",0.3,0.75,0.25,0
actors\stalker_freedom\stalker_freedom_light_assaulter_2,"svoboda_heavy_outfit_2,helm_ach7",0.3,0.75,0.25,0
actors\stalker_freedom\stalker_freedom_light_assaulter_3,"svoboda_heavy_outfit_2,helm_ach7",0.3,0.75,0.25,0
actors\stalker_freedom\stalker_freedom_light_assaulter_4,"svoboda_heavy_outfit_2,helm_ach7",0.3,0.75,0.25,0.2
actors\stalker_freedom\stalker_freedom_light_assaulter_5,"svoboda_heavy_outfit_2,helm_ach7",0.3,0.75,0.25,0.2
actors\stalker_freedom\stalker_freedom_light_assaulter_6,"svoboda_heavy_outfit_2,helm_ach7",0.3,0.75,0.25,0.2
actors\stalker_freedom\stalker_freedom_light_assaulter_7,"svoboda_heavy_outfit_2,helm_ach7",0.3,0.75,0.25,0.2
actors\stalker_freedom\stalker_freedom_lukash,,0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_lukash_guard,,0.15,0.7,0.55,0.3
actors\stalker_freedom\stalker_freedom_mechanic,,0.45,0.8,0.15,0
actors\stalker_freedom\stalker_freedom_medic_1,"svoboda_light_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_military,"military_freedom_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_military_stolen_skat_1,"military_freedom_outfit,helm_ach7",0.3,0.75,0.25,0.2
actors\stalker_freedom\stalker_freedom_military_stolen_skat_2,"military_freedom_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_freedom\stalker_freedom_motor,"svoboda_exo_outfit,helm_exo",0.3,0.75,0.2,0.3
actors\stalker_freedom\stalker_freedom_nbc_suit_1,nbc_freedom_outfit,0.4,0.85,0.15,0
actors\stalker_freedom\stalker_freedom_nbc_suit_2,nbc_freedom_outfit,0.4,0.85,0.15,0
actors\stalker_freedom\stalker_freedom_nbc_suit_3,nbc_freedom_outfit,0.4,0.85,0.15,0
actors\stalker_freedom\stalker_freedom_nbc_suit_4,nbc_freedom_outfit,0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_nbc_suit_5,nbc_freedom_outfit,0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_nbc_suit_6,nbc_freedom_outfit,0.45,0.8,0.15,0.3
actors\stalker_freedom\stalker_freedom_nebo1_1,"light_freedom_outfit,helm_cloth_mask",0.5,0.8,0.1,0
actors\stalker_freedom\stalker_freedom_nebo1_2,"light_freedom_outfit,helm_respirator",0.5,0.8,0.1,0
