~,pda_encyclopedia_name,st_ui_dbg_spawn_type,st_upgr_cost,st_data_export_can_be_looted_by_npc
exo_merc_wood_outfit,exo_merc_wood_outfit_name,o_heavy,83350,Y
exo_outfit,exo_outfit_name,o_heavy,128230,Y
exo_repair_kit,st_exo_repair_kit,i_repair,38560,Y
exo_repair_kit_item,st_placeable_exo_kit,i_tool,250,N
exo_wood_outfit,exo_wood_outfit_name,o_heavy,82350,Y
exolight_outfit,exolight_outfit_name,o_heavy,71350,Y
explo_balon_gas,st_balon_gas,i_tool,8000,Y
explo_balon_gas_empty,st_balon_gas_empty,i_tool,316,Y
explo_jerrycan_fuel,st_jerrycan_fuel,i_tool,6500,Y
explo_jerrycan_fuel_empty,st_jerrycan_fuel_empty,i_tool,187,Y
explo_metalcan_powder,st_metalcan_powder,i_tool,672,Y
explosive_barrel,,w_base,500,N
explosive_barrel_low,,w_base,500,N
explosive_dinamit,,w_base,50,N
explosive_fuelcan,,w_base,500,N
explosive_gaz_balon,,w_base,500,N
explosive_grenade,,w_base,500,N
explosive_hide,,w_base,500,N
explosive_mobiltank,st_jerrycan_item,w_base,500,N
explosive_particle,,w_base,500,N
explosive_tank,st_jerrycan_item,w_base,50,N
exps3,st_addon_scope_exps3,w_misc,2500,N
exps3_mag,st_addon_scope_exps3_mag,w_misc,6400,N
exps3_mag_flipped,st_addon_scope_exps3_mag,w_misc,23280,N
fieldcooker,st_fieldcooker,i_kit,10155,Y
fieldcraft_plate_attch,fieldcraft_plate_attch_name,i_attach,1912,N
flashcard,st_accessories_flashcard,i_part,10400,N
flashlight_broken,st_flashlight_broken,i_misc,560,Y
flask,st_flask,i_drink,658,Y
freedom_exo_vineleaf_outfit,freedom_exo_vineleaf_outfit_name,o_heavy,84350,Y
freedom_nosorog_outfit,freedom_nosorog_outfit_name,o_heavy,183300,Y
freedom_patch,st_freedom_fp,i_misc,650,Y
gauss_sight,st_addon_scope_gauss_sight,w_misc,345000,Y
gee36,st_addon_scope_gee36,w_misc,4500,N
gee36_dove,st_addon_scope_gee36_dove,w_misc,4500,N
ghillie_outfit,ghillie_outfit_name,o_light,18300,Y
gl_fake_missile_ammo_m209,.,w_base,0,N
gl_fake_missile_ammo_vog-25,.,w_base,0,N
gl_fake_missile_ammo_vog-25p,.,w_base,0,N
gl_test_shell,.,w_base,150,N
gl_test_shell_ammo_m209,.,w_base,150,N
gl_test_shell_ammo_vog-25,.,w_base,150,N
gl_test_shell_ammo_vog-25p,.,w_base,150,N
gloves,st_gloves,i_misc,690,Y
glucose,st_glucose,i_medical,2760,Y
glucose_s,st_glucose_s,i_medical,1440,Y
glue_a,st_glue_a,i_repair,2160,Y
glue_b,st_glue_b,i_repair,1160,Y
glue_e,st_glue_e,i_repair,4860,Y
good_psy_helmet,good_psy_helmet_name,i_quest,64380,Y
grease,st_grease,i_misc,1195,Y
greh_armored_camo_outfit,greh_armored_camo_outfit_name,o_medium,37400,Y
greh_armored_outfit,greh_armored_outfit_name,o_medium,37700,Y
greh_exo_outfit,greh_exo_outfit_name,o_heavy,132230,Y
greh_patch,st_greh_fp,i_misc,650,Y
greh_ps5_outfit,greh_ps5_outfit_name,o_medium,42500,Y
greh_trenchcoat_outfit,greh_trenchcoat_outfit_name,o_light,13840,Y
grenade_f1,st_grenade_f1,w_explosive,1900,Y
grenade_gd-05,st_grenade_thermite,w_explosive,1789,Y
grenade_rgd5,st_grenade_rgd5,w_explosive,1550,Y
grenade_smoke,st_grenade_smoke,w_explosive,590,Y
grooming,st_grooming,i_tool,160,Y
guitar_a,st_guitar_name,i_tool,3220,Y
gun_oil,st_gun_oil,i_repair,1830,Y
gun_oil_ru,st_gun_oil_ru,i_repair,1300,Y
gun_oil_ru_d,st_gun_oil_ru_d,i_repair,1675,Y
gurza_up,st_addon_scope_gurza_up,w_misc,12000,Y
hamr,st_addon_scope_hamr,w_misc,6300,N
hand_rolling_tobacco,st_hand_rolling_tobacco,i_drink,2801,Y
hand_watch,st_hand_watch,i_misc,3546,Y
harmonica_a,st_harmonica_name,i_tool,655,Y
hb_isg_dushman_intel,st_hb_isg_dushman_intel_name,i_quest,0,N
hco,st_addon_scope_specter_hco,w_misc,2500,N
hdd_2,st_accessories_hdd_2,i_part,11400,N
he510,st_addon_scope_he510,w_misc,2500,N
headlamp,st_headlamp,i_misc,660,Y
heavy_repair_kit,st_exolight_repair_kit,i_repair,25260,Y
heavy_sewing_thread,st_heavy_sewing_thread,i_repair,2100,Y
helicopter,,w_base,0,N
helicopter_missile,"""VOG-25""",w_base,200,N
helm_ach7,helm_ach7,o_helmet,19180,Y
helm_ach7ex,helm_ach7ex,o_helmet,24500,Y
helm_bandana,st_helm_bandana,o_helmet,320,Y
helm_battle,st_helm_battle,o_helmet,38530,Y
helm_cloth_mask,st_helm_cloth_mask,o_helmet,630,Y
helm_exo,st_helm_exo_name,o_helmet,42730,Y
helm_hardhat,st_helm_hardhat,o_helmet,14900,Y
helm_hardhat_snag,st_helm_hardhat,o_helmet,22150,Y
helm_m40,st_helm_m40,o_helmet,22290,Y
helm_m50,helm_m50,o_helmet,28980,Y
helm_metro,st_helm_metro,o_helmet,46820,Y
helm_ppm88,helm_ppm88,o_helmet,25900,Y
helm_protective,st_helm_protective,o_helmet,24800,Y
helm_ranger,helm_ranger,o_helmet,34020,Y
helm_resp,st_helm_resp,o_helmet,5910,Y
helm_respirator,st_helm_respirator,o_helmet,8570,Y
helm_respirator_gp5,st_helm_respirator_gp5,o_helmet,14170,Y
helm_respirator_old,st_helm_respirator,o_helmet,9970,Y
helm_rp_bala,st_helm_rp_bala,o_helmet,770,Y
helm_spartan,helm_spartan,o_helmet,51800,Y
helm_tactic,st_helm_tactic,o_helmet,31420,Y
helmet_repair_kit,st_helmet_repair_kit,i_repair,9260,Y
hide_bloodsucker,st_hide_bloodsucker_name,i_mutant_belt,2494,Y
hide_boar,st_hide_boar_name,i_mutant_belt,901,Y
hide_burer,st_hide_burer_name,i_mutant_belt,3196,Y
hide_chimera,st_hide_chimera_name,i_mutant_belt,4055,Y
hide_controller,st_hide_controller_name,i_mutant_belt,3754,Y
hide_flesh,st_hide_flesh_name,i_mutant_belt,901,Y
hide_lurker,st_hide_lurker_name,i_mutant_belt,901,Y
hide_pseudodog,st_hide_pseudodog_name,i_mutant_belt,1160,Y
hide_pseudogiant,st_hide_pseudogiant_name,i_mutant_belt,5051,Y
hide_psy_dog,st_hide_psy_dog_name,i_mutant_belt,1938,Y
hide_psysucker,st_hide_psysucker_name,i_mutant_belt,2494,Y
hideout_cat,st_hideout_cat,i_tool,780,N
hideout_cat_bed,st_hideout_cat_bed,i_tool,350,N
hybrid_outfit,hybrid_outfit_name,o_medium,81880,Y
ied,st_ied,i_tool,3690,N
ied_blow,st_ied,i_tool,3690,N
ied_new,st_ied,i_tool,3690,Y
ied_new_blow,st_ied,i_tool,3690,N
ied_rpg,st_ied_rpg,i_tool,2990,N
ied_rpg_new,st_ied_rpg,i_tool,2990,Y
isg_camo_outfit,isg_merc_outfit_name,o_medium,52830,Y
isg_exo_outfit,isg_exo_outfit_name,o_heavy,152560,Y
isg_exolight_outfit,isg_exolight_outfit_name,o_heavy,91350,Y
isg_lcs_camo_outfit,isg_lcs_camo_outfit_name,o_light,20970,Y
isg_lcs_outfit,isg_lcs_outfit_name,o_light,17850,Y
isg_lcs_urban_outfit,isg_lcs_urban_outfit_name,o_light,22900,Y
isg_nosorog_outfit,isg_nosorog_outfit_name,o_heavy,212560,Y
isg_outfit,isg_outfit_name,o_medium,44920,Y
isg_patch,st_isg_fp,i_misc,650,Y
isg_proto_exo_outfit,isg_proto_exo_outfit_name,o_heavy,94920,Y
isg_scientific_outfit,isg_scientific_outfit_name,o_heavy,85280,Y
item_pda_map_mlr,item_pda_map_mlr_name,i_quest,150,N
item_raid_art_fragment_chem,st_item_raid_art_fragment_chem_name,i_misc,500,Y
item_raid_art_fragment_electro,st_item_raid_art_fragment_electro_name,i_misc,500,Y
item_raid_art_fragment_gravi,st_item_raid_art_fragment_gravi_name,i_misc,500,Y
item_raid_art_fragment_thermo,st_item_raid_art_fragment_thermo_name,i_misc,500,Y
item_raid_art_matrix_chem,st_item_raid_art_matrix_chem_name,i_misc,5000,Y
item_raid_art_matrix_electr,st_item_raid_art_matrix_electro_name,i_misc,5000,Y
item_raid_art_matrix_gravi,st_item_raid_art_matrix_gravi_name,i_misc,5000,Y
item_raid_art_matrix_thermo,st_item_raid_art_matrix_thermo_name,i_misc,5000,Y
item_raid_psi_emitter_plan,item_raid_psi_emitter_plan_name,i_misc,1000,Y
item_raid_unknown,st_item_raid_unknown_name,i_misc,0,N
items_anm_dummy,"""don't spawn, dummy no sound item""",i_food,0,N
itm_actor_backpack,st_itm_actor_backpack_name,i_tool,650,N
itm_actor_backpack_mlr,st_itm_actor_backpack_name,i_quest,900,N
itm_advancedkit,st_itm_advancedkit_name,i_kit,32000,Y
itm_ammokit,st_itm_ammokit,i_kit,12000,Y
itm_backpack,st_itm_backpack_name,i_backpack,3000,Y
itm_basickit,st_itm_basickit_name,i_kit,21000,Y
itm_deployable_mgun,st_itm_deployable_mgun_name,i_tool,23700,Y
itm_drugkit,st_itm_drugkit,i_kit,18000,Y
itm_expertkit,st_itm_expertkit_name,i_kit,42000,Y
itm_guide_usb_1,st_memory_stick_name,i_device,1,N
itm_guide_usb_2,st_memory_stick_name,i_device,1,N
itm_mapkit_1,st_itm_mapkit_1,i_tool,3000,Y
itm_mapkit_2,st_itm_mapkit_2,i_tool,3000,Y
itm_mapkit_3,st_itm_mapkit_3,i_tool,3000,Y
itm_mapkit_4,st_itm_mapkit_4,i_tool,3000,Y
itm_mapkit_5,st_itm_mapkit_5,i_tool,3000,Y
itm_mapkit_6,st_itm_mapkit_6,i_tool,3000,Y
itm_mapkit_7,st_itm_mapkit_7,i_tool,3000,Y
itm_mapkit_8,st_itm_mapkit_8,i_tool,3000,Y
itm_mapkit_9,st_itm_mapkit_9,i_tool,3000,Y
itm_pda_common,st_pda_name,i_device,0,Y
itm_pda_personal,st_perspda,i_misc,0,N
itm_pda_rare,st_pda_name,i_device,0,Y
itm_pda_uncommon,st_pda_name,i_device,0,Y
itm_sleepbag,st_itm_sleepbag_name,i_kit,2580,Y
itm_tent,st_itm_tent_name,i_kit,4580,Y
itm_tent_bag,st_itm_tent_bag,i_kit,510,N
jar,st_jar,i_misc,290,Y
jewelry_box,st_jewelry_box,i_misc,7490,Y
jgut,st_jgut_zhgut,i_medical,2330,Y
joint,st_joint,i_drink,380,Y
journal,st_journal,i_tool,160,Y
junk_multitool,st_accessories_junk_multitul,i_part,1680,N
jup_a9_conservation_info,jup_a9_conservation_info,i_quest,0,Y
jup_a9_delivery_info,jup_a9_delivery_info,i_quest,0,Y
jup_a9_evacuation_info,jup_a9_evacuation_info,i_quest,0,Y
jup_a9_losses_info,jup_a9_losses_info,i_quest,0,Y
jup_a9_meeting_info,jup_a9_meeting_info,i_quest,0,Y
jup_a9_power_info,jup_a9_power_info,i_quest,0,Y
jup_a9_way_info,jup_a9_way_info,i_quest,0,Y
jup_b10_notes_01,st_jup_b10_notes_01_name,i_quest,0,Y
jup_b10_notes_02,st_jup_b10_notes_02_name,i_quest,0,Y
jup_b10_notes_03,st_jup_b10_notes_03_name,i_quest,0,Y
jup_b10_ufo_memory,st_jup_b10_ufo_memory_name,i_quest,0,Y
jup_b10_ufo_memory_2,st_jup_b10_ufo_memory_2_name,i_quest,0,Y
jup_b1_half_artifact,jup_b1_half_artifact,i_arty,24200,Y
jup_b1_half_artifact2,jup_b1_half_artifact2,i_arty,58574,Y
jup_b1_half_artifact2_af_aac,st_jup_b1_half_artifact2_af_aac_name,i_arty_cont,0,N
jup_b1_half_artifact2_af_aam,st_jup_b1_half_artifact2_af_aam_name,i_arty_cont,0,N
jup_b1_half_artifact2_af_iam,st_jup_b1_half_artifact2_af_iam_name,i_arty_cont,0,N
jup_b1_half_artifact2_lead_box,st_jup_b1_half_artifact2_lead_box_name,i_arty_cont,0,N
jup_b1_half_artifact_af_aac,st_jup_b1_half_artifact_af_aac_name,i_arty_cont,0,Y
jup_b1_half_artifact_af_aam,st_jup_b1_half_artifact_af_aam_name,i_arty_cont,0,Y
jup_b1_half_artifact_af_iam,st_jup_b1_half_artifact_af_iam_name,i_arty_cont,0,Y
jup_b1_half_artifact_lead_box,st_jup_b1_half_artifact_lead_box_name,i_arty_cont,0,N
jup_b200_tech_materials_acetone,jup_b200_tech_materials_acetone,i_quest,0,Y
jup_b200_tech_materials_capacitor,jup_b200_tech_materials_capacitor,i_quest,0,Y
jup_b200_tech_materials_textolite,jup_b200_tech_materials_textolite,i_quest,0,Y
jup_b200_tech_materials_transistor,jup_b200_tech_materials_transistor,i_quest,0,Y
jup_b200_tech_materials_wire,jup_b200_tech_materials_wire,i_quest,0,Y
jup_b202_bandit_pda,st_jup_b202_bandit_pda,i_quest,100,Y
jup_b205_sokolov_note,st_jup_b205_sokolov_note_name,i_quest,0,Y
jup_b206_plant,st_jup_b206_plant_name,i_quest,0,Y
jup_b207_merc_pda_with_contract,st_jup_b207_merc_pda_with_contract_name,i_quest,0,Y
jup_b209_monster_scanner,jup_b209_monster_scanner,i_quest,0,Y
jup_b32_scanner_device,st_jup_b32_scanner_device_name,i_quest,0,Y
jup_b46_duty_founder_pda,st_jup_b46_duty_founder_pda_name,i_quest,20,Y
jup_b47_jupiter_products_info,jup_b47_jupiter_products_info,i_quest,0,Y
jup_b47_merc_pda,jup_b47_merc_pda,i_quest,0,Y
jup_b9_blackbox,jup_b9_blackbox,i_quest,0,Y
jupiter_documents,jupiter_documents_name,i_quest,0,N
kab_up,st_addon_scope_kab_up,w_misc,16000,Y
kashtan_rmr,st_addon_scope_kashtan_rmr,w_misc,14200,Y
kemper,st_addon_scope_kemper,w_misc,2900,Y
kerosene,st_kerosene,i_tool,3500,Y
killer_patch,st_merc_fp,i_misc,650,Y
kit_aus_tri,st_addon_scope_kit_aus_tri,w_misc,18000,Y
kit_fal_leup,st_addon_scope_kit_fal_leup,w_misc,18000,Y
kit_hunt,st_kit_hunt,i_backpack,10500,Y
kit_sa5x_spec,st_addon_scope_kit_sa5x_spec,w_misc,18000,Y
kobra,st_addon_scope_kobra,w_misc,2800,Y
kolbasa,st_kolbasa,i_food,874,Y
kp_sr2,st_addon_scope_kp_sr2,w_misc,2700,Y
labx8_poltergeist,,SM_POLTER_G,0,N
lapua700,st_addon_scope_lapua700,w_misc,73000,Y
lazup_pl15,st_addon_scope_lazup_pl15,w_misc,1800,Y
lco1,st_addon_scope_lco1,w_misc,2500,N
lead_box,st_lead_box_name,i_arty_cont,3630,Y
lead_box_closed,st_lead_box_closed_name,i_arty_cont,0,N
lead_box_closed_dummy,st_lead_box_closed_name,i_arty_cont,0,N
lead_box_dummy,st_lead_box_name,i_arty_cont,3630,N
lead_box_half,st_lead_box_half_name,i_arty_cont,0,N
lead_box_half_dummy,st_lead_box_half_name,i_arty_cont,0,N
leatherman_tool,st_leatherman_tool,i_tool,4000,Y
letter_ecologist_report_1_of_3,st_ecologist_report_1_of_3_name,i_letter,785,Y
letter_ecologist_report_2_of_3,st_ecologist_report_2_of_3_name,i_letter,785,Y
letter_ecologist_report_3_of_3,st_ecologist_report_3_of_3_name,i_letter,785,Y
letter_freedom_manual_1_of_2,st_freedom_manual_1_of_2_name,i_letter,165,Y
letter_freedom_manual_2_of_2,st_freedom_manual_1_of_2_name,i_letter,165,Y
letter_letter_to_outside,st_letter_to_outside_name,i_letter,145,Y
letter_memoirs_1_of_2,st_memoirs_1_of_2_name,i_letter,140,Y
letter_memoirs_2_of_2,st_memoirs_2_of_2_name,i_letter,140,Y
letter_mercenary,st_letter_mercenary_name,i_letter,165,Y
letter_military_log,st_letter_military_log_name,i_letter,780,Y
letter_military_stalker,st_letter_military_stalker_name,i_letter,195,Y
letter_monolith_prayer_1_of_3,st_monolith_prayer_1_of_3_name,i_letter,345,Y
letter_monolith_prayer_2_of_3,st_monolith_prayer_2_of_3_name,i_letter,345,Y
letter_monolith_prayer_3_of_3,st_monolith_prayer_3_of_3_name,i_letter,345,Y
letter_monolithian_thoughts,st_monolithian_thoughts_name,i_letter,255,Y
letter_stalker_letter_1_of_2,st_stalker_letter_1_of_2_name,i_letter,135,Y
letter_stalker_letter_2_of_2,st_stalker_letter_2_of_2_name,i_letter,135,Y
letter_stalker_letter_3,st_letter_stalker_letter_3_name,i_letter,161,Y
leupold,st_addon_scope_leupold,w_misc,11000,Y
light_dolg_outfit,light_dolg_outfit_name,o_medium,48830,Y
light_freedom_outfit,light_freedom_outfit_name,o_medium,48830,Y
light_isg_outfit,light_isg_outfit_name,o_medium,52830,Y
light_loner_outfit,light_loner_outfit_name,o_medium,47830,Y
light_merc_outfit,light_merc_outfit_name,o_medium,51830,Y
light_monolit_outfit,light_monolit_outfit_name,o_medium,51830,Y
light_repair_kit,st_light_repair_kit,i_repair,9260,Y
light_voen_outfit,light_voen_outfit_name,o_medium,49430,Y
lurker_1_normal,,SM_LURKER,0,N
lurker_1_strong,,SM_LURKER,0,N
lurker_1_weak,,SM_LURKER,0,N
lurker_2_normal,,SM_LURKER,0,N
lurker_2_strong,,SM_LURKER,0,N
lurker_2_weak,,SM_LURKER,0,N
lurker_3_normal,,SM_LURKER,0,N
lurker_3_strong,,SM_LURKER,0,N
lurker_3_weak,,SM_LURKER,0,N
lx8_history_2_documents,lx8_history_2_documents_name,i_quest,0,N
lx8_history_3_documents,lx8_history_3_documents_name,i_quest,0,N
lx8_history_documents,lx8_history_documents_name,i_quest,0,N
lx8_poltergeist,,SM_POLTER_G,0,N
lx8_service_instruction,st_lx8_service_instruction_name,i_quest,0,Y
m_karlik_e,,SM_KARLIK,0,N
m_lurker_e,,SM_LURKER,0,N
m_poltergeist_normal_black,,SM_PSEUDO_G,0,N
m_poltergeist_normal_flame,,SM_PYRO_G,0,N
m_poltergeist_normal_tele,,SM_POLTER_G,0,N
m_psysucker_e,,SM_PSYSUCKER,0,N
m_raid_ph_lurker,,SM_LURKER,0,N
magnet,st_accessories_magnet,i_part,3120,N
magpul_pro,st_addon_scope_magpul_pro,w_misc,24000,Y
main_story_1_quest_case,st_raid_item_quest_case_02_name,i_quest,0,Y
main_story_2_lab_x18_documents,item_doc_x18_name,i_quest,2400,Y
main_story_3_lab_x16_documents,item_doc_x16_name,i_quest,0,Y
main_story_4_lab_x10_documents,item_doc_x10_name,i_quest,0,Y
main_story_5_lab_x8_documents,item_doc_x8_name,i_quest,0,Y
main_story_6_jup_ug_documents,item_doc_jup_ug_name,i_quest,0,Y
main_story_7_mon_con_documents,item_doc_mon_con_name,i_quest,0,Y
mar_base_owl_stalker_trader_task_1_pda,st_pda_name,i_quest,0,N
march_f_shorty,st_addon_scope_march_f_shorty,w_misc,6850,N
march_f_shorty_alt,st_addon_scope_march_f_shorty_alt,w_misc,14200,N
marchf,st_addon_scope_marchf,w_misc,11000,Y
marijuana,st_marijuana,i_drink,1040,Y
mark4,st_addon_scope_mark4,w_misc,8990,N
mark8_rmr,st_addon_scope_mark8_rmr,w_misc,21200,Y
matches,st_matches,i_tool,320,Y
meat_bloodsucker,st_meat_bloodsucker,i_mutant_cooked,1755,Y
meat_bloodsucker_a,st_meat_bloodsucker,i_mutant_cooked,4596,Y
meat_bloodsucker_b,st_meat_bloodsucker,i_mutant_cooked,2373,Y
meat_boar,st_meat_boar,i_mutant_cooked,1276,Y
meat_boar_a,st_meat_boar,i_mutant_cooked,4364,Y
meat_boar_b,st_meat_boar,i_mutant_cooked,2141,Y
meat_chimera,st_meat_chimera,i_mutant_cooked,2719,Y
meat_chimera_a,st_meat_chimera,i_mutant_cooked,6548,Y
meat_chimera_b,st_meat_chimera,i_mutant_cooked,3831,Y
meat_dog,st_meat_dog,i_mutant_cooked,795,Y
meat_dog_a,st_meat_dog,i_mutant_cooked,1536,Y
meat_dog_b,st_meat_dog,i_mutant_cooked,1042,Y
meat_flesh,st_meat_flesh,i_mutant_cooked,1173,Y
meat_flesh_a,st_meat_flesh,i_mutant_cooked,3890,Y
meat_flesh_b,st_meat_flesh,i_mutant_cooked,1914,Y
meat_lurker,st_meat_lurker,i_mutant_cooked,2719,Y
meat_lurker_a,st_meat_lurker,i_mutant_cooked,5066,Y
meat_lurker_b,st_meat_lurker,i_mutant_cooked,3460,Y
meat_pseudodog,st_meat_pseudodog,i_mutant_cooked,989,Y
meat_pseudodog_a,st_meat_pseudodog,i_mutant_cooked,3089,Y
meat_pseudodog_b,st_meat_pseudodog,i_mutant_cooked,1483,Y
meat_psysucker,st_meat_psysucker,i_mutant_cooked,2099,Y
meat_psysucker_a,st_meat_psysucker,i_mutant_cooked,4446,Y
meat_psysucker_b,st_meat_psysucker,i_mutant_cooked,2964,Y
meat_snork,st_meat_snork,i_mutant_cooked,1068,Y
meat_snork_a,st_meat_snork,i_mutant_cooked,3662,Y
meat_snork_b,st_meat_snork,i_mutant_cooked,1667,Y
meat_tushkano,st_meat_tushkano,i_mutant_cooked,397,Y
meat_tushkano_a,st_meat_tushkano,i_mutant_cooked,1014,Y
meat_tushkano_b,st_meat_tushkano,i_mutant_cooked,767,Y
medical_star,st_accessories_medical_star,i_part,1120,N
medium_repair_kit,st_medium_repair_kit,i_repair,17260,Y
medkit,st_medkit,i_medical,2500,Y
medkit_ai1,st_medkit_ai1,i_medical,12624,Y
medkit_ai2,st_medkit_ai2,i_medical,20342,Y
medkit_ai3,st_medkit_ai3,i_medical,27782,Y
medkit_army,st_medkit_army,i_medical,4500,Y
medkit_scientic,st_medkit_science,i_medical,6500,Y
medkit_script,st_medkit,i_medical,300,Y
meinkampf,st_meinkampf,i_misc,360,N
mepro,st_addon_scope_mepro,w_misc,2700,Y
merc_ace_outfit,ace_outfit_name,o_heavy,84340,Y
merc_combat_scientific_outfit,merc_combat_scientific_outfit_name,o_heavy,86782,N
merc_coyote_outfit,merc_coyote_outfit_name,o_light,20400,Y
merc_exo_outfit,merc_exo_outfit_name,o_heavy,137420,Y
merc_exolight_outfit,merc_exolight_outfit_name,o_heavy,71350,Y
merc_fighter_outfit,merc_fighter_outfit_name,o_light,19780,Y
merc_jackal_outfit,merc_jackal_outfit_name,o_light,18840,Y
merc_nighthunter_outfit,merc_nighthunter_outfit_name,o_medium,45100,Y
merc_nosorog_outfit,merc_nosorog_outfit_name,o_heavy,187420,Y
merc_outfit,merc_outfit_name,o_light,15980,Y
merc_scientific_armored_outfit,merc_scientific_armored_outfit_name,o_sci,59340,Y
merc_scientific_outfit,merc_scientific_outfit_name,o_sci,58475,Y
merc_scout_outfit,merc_scout_outfit_name,o_light,21270,Y
merc_sun_outfit,merc_sun_outfit_name,o_medium,47830,Y
merc_sunset_outfit,merc_sunset_outfit_name,o_light,19520,Y
merc_wolven_outfit,merc_wolven_outfit_name,o_medium,47980,Y
mil_radio_amplifier,st_mil_amp,i_misc,6000,N
military_bandit_outfit,military_bandit_outfit_name,o_medium,55350,Y
military_car_radio,st_mil_car,i_misc,4000,N
military_exo_outfit,military_exo_outfit_name,o_heavy,126420,Y
military_exolight_outfit,military_exolight_outfit_name,o_heavy,71350,Y
military_freedom_outfit,military_freedom_outfit_name,o_medium,64350,Y
military_merc_outfit,military_merc_outfit_name,o_medium,67350,Y
military_monolit_outfit,military_monolit_outfit_name,o_medium,67350,Y
military_outfit,military_outfit_name,o_medium,57350,Y
military_proto_exo_outfit,military_proto_exo_outfit_name,o_heavy,101350,Y
military_sky_outfit,military_sky_outfit_name,o_medium,64350,Y
militaryboard,st_accessories_militaryboard,i_part,6830,N
mine,st_mine_name,i_tool,1790,N
mine_actor,,w_base,1500,N
mine_blow,,i_tool,1500,N
mine_new,st_mine_name,i_tool,1790,Y
mine_new_blow,nil,i_tool,1500,N
mine_proximity,,w_base,1500,N
mineral_water,st_mineral_water,i_drink,2010,Y
mint,st_mint,i_food,250,Y
mirror,st_mirror,i_misc,280,Y
mlr_strelok_item_01,st_raid_mlr_strelok_item_01,i_quest,1200,N
mlr_x8_copybook,mlr_x8_copybook,i_quest,0,N
mlr_x8_copybook_2,mlr_x8_copybook_2,i_quest,0,N
mlr_x8_documents,mlr_x8_documents,i_quest,0,N
mod9,st_addon_scope_mod9,w_misc,8000,Y
mod_x_gen3,st_addon_scope_mod_x_gen3,w_misc,24000,Y
modem,st_accessories_modem,i_part,6020,N
mon_m_poltergeist_normal_flame_1,,SM_PYRO_G,0,N
mon_m_poltergeist_normal_flame_2,,SM_PYRO_G,0,N
mon_m_poltergeist_normal_flame_3,,SM_PYRO_G,0,N
money_10,st_roubles_10_name,i_tool,10,Y
money_100,st_roubles_100_name,i_tool,100,Y
money_1000,st_roubles_1000_name,i_tool,1000,Y
money_1000_5000,st_roubles,i_tool,500,Y
money_100_200,st_roubles,i_tool,100,Y
money_10_50,st_roubles,i_tool,10,Y
money_200_300,st_roubles,i_tool,100,Y
money_300_400,st_roubles,i_tool,100,Y
money_400_500,st_roubles,i_tool,100,Y
money_50,st_roubles_50_name,i_tool,50,Y
money_500,st_roubles_500_name,i_tool,500,Y
money_5000,st_roubles_5000_name,i_tool,5000,Y
money_5000_end,st_roubles,i_tool,5000,Y
money_500_600,st_roubles,i_tool,500,Y
money_50_100,st_roubles,i_tool,50,Y
money_600_700,st_roubles,i_tool,500,Y
money_700_800,st_roubles,i_tool,500,Y
money_800_900,st_roubles,i_tool,500,Y
money_900_1000,st_roubles,i_tool,500,Y
mono_kit,st_addon_scope_mono_kit,w_misc,18000,Y
monolith_exo_outfit,monolith_exo_outfit_name,o_heavy,148820,Y
monolith_exolight_outfit,monolith_exolight_outfit_name,o_heavy,76350,Y
monolith_nbc_outfit,monolith_nbc_outfit_name,o_medium,39460,Y
monolith_nosorog_outfit,monolith_nosorog_outfit_name,o_heavy,198820,Y
monolith_outfit,monolith_outfit_name,o_medium,55830,Y
monolith_patch,st_monolith_fp,i_misc,650,Y
monolith_proto_exo_outfit,monolith_proto_exo_outfit_name,o_heavy,105830,Y
monolith_scientific_light_outfit,monolith_scientific_light_outfit_name,o_sci,51750,Y
monolith_scientific_outfit,monolith_scientific_outfit_name,o_heavy,53440,Y
monolith_shard,item_monolith_shard_name,i_arty_junk,0,N
monolith_trenchcoat_outfit,monolith_trenchcoat_outfit_name,o_light,14190,Y
monstrum,st_addon_scope_monstrum_2x32,w_misc,2700,N
morphine,st_morphine,i_medical,3140,Y
mre,st_mre,i_food,3200,Y
mutant_part_boar_chop,mutant_boar_chop,i_mutant_raw,825,Y
mutant_part_boar_leg,mutant_boar_leg,i_mutant_part,827,Y
mutant_part_brain_burer,mutant_brain_burer,i_mutant_part,5106,Y
mutant_part_burer_hand,mutant_burer_hand,i_mutant_part,2965,Y
mutant_part_cat_claw,mutant_cat_claw,i_mutant_part,400,Y
mutant_part_cat_tail,mutant_cat_tail,i_mutant_part,852,Y
mutant_part_cat_thyroid,mutant_cat_thyroid,i_mutant_part,512,Y
mutant_part_chimera_claw,mutant_chimera_claw,i_mutant_part,1925,Y
mutant_part_chimera_kogot,mutant_chimera_cogot,i_mutant_part,4618,Y
mutant_part_chimera_meat,mutant_chimera_meat,i_mutant_raw,1738,Y
mutant_part_controller_glass,mutant_part_controller_brain_tissue,i_mutant_part,7530,Y
mutant_part_controller_hand,mutant_controller_hand,i_mutant_part,5162,Y
mutant_part_crow_beak,st_mutant_part_crow_beak,i_mutant_part,2013,N
mutant_part_dog_heart,mutant_dog_heart,i_mutant_part,471,Y
mutant_part_dog_liver,mutant_dog_liver,i_mutant_part,462,Y
mutant_part_dog_meat,mutant_dog_meat,i_mutant_raw,257,Y
mutant_part_dog_tail,mutant_dog_tail,i_mutant_part,765,Y
